sample_id,template_id,media_class,difficulty,n_checked,checked_codes,checked_labels_as_printed,cancelled_codes,variants,modifiers,is_blank,is_not_lab_request,stress_case,n_ambiguous_marks,primary_mark_style,order_profile,image
0000161,tpl_04_halfsheet_compact,scan,easy,6,CBC_PLT;FBS;FECALYSIS;LIPID_PROFILE;URINALYSIS;XR_CHEST_PA_L,CBC w/ Platelet Count;FBS;Stool Exam;Lipid Profile;Urinalysis;Chest PA/L,,,,false,false,,0,tick_overflowing,annual_physical,media/0000161_scan.png
0000162,tpl_04_halfsheet_compact,scan,easy,5,ALP;BILI_PANEL;HBSAG_SCREENING;SGOT_AST;SGPT_ALT,Alk Phos;Bilirubins;HBsAg Screening;SGOT / AST;SGPT / ALT,,,,false,false,,0,diagonal_slash,liver_evaluation,media/0000162_scan.png
0000163,tpl_04_halfsheet_compact,scan,easy,7,CREATININE;ECG_12L;K;NA;PTT;URINALYSIS;XR_CHEST_PA_L,Creatinine;12L ECG;Potassium (K);Sodium (Na);PTT (Partial Thromboplastin);Urinalysis;Chest PA / L,,,,false,false,,1,tick_in_box,preoperative_clearance,media/0000163_scan.png
0000164,tpl_04_halfsheet_compact,scan,easy,4,CREATININE;FBS;HBA1C;LIPID_PROFILE,Creatinine;FBS;HbA1c;Lipid Profile,,,,false,false,,0,tick_in_box,diabetes_monitoring,media/0000164_scan.png
0000165,tpl_04_halfsheet_compact,scan,easy,6,CREATININE;FBS;HBA1C;LIPID_PROFILE;URINALYSIS;XR_CHEST_AP_L,Creatinine;FBS (Fasting Blood Sugar);HbA1c;Lipid Profile;Urinalysis;Chest AP / L,,,,false,false,,0,diagonal_slash,diabetes_monitoring,media/0000165_scan.png
0000166,tpl_04_halfsheet_compact,scan,easy,2,BILI_PANEL;SGOT_AST,"Bilirubin (TBil, B1, B2);SGOT/AST",SGPT_ALT,,,false,false,,0,tick_in_box,liver_evaluation,media/0000166_scan.png
0000167,tpl_04_halfsheet_compact,scan,easy,9,BUN;CREATININE;ECG_12L;K;NA;PTT;PT_PROTHROMBIN;URINALYSIS;XR_CHEST_PA_L,BUN;Creatinine;12-lead ECG;Potassium (K);Sodium (Na);PTT (Partial Thromboplastin);PT (Prothrombin Time);Urinalysis;Chest PA-L,,,,false,false,,1,cross,preoperative_clearance,media/0000167_scan.png
0000168,tpl_04_halfsheet_compact,scan,easy,3,FECALYSIS;URINALYSIS;XR_CHEST_PA_L,Fecalysis;Urinalysis;Chest PA / L,CBC_PLT;LIPID_PROFILE,,,false,false,,1,cross,annual_physical,media/0000168_scan.png
0000169,tpl_04_halfsheet_compact,scan,easy,6,CBC_PLT;FBS;FECALYSIS;LIPID_PROFILE;URINALYSIS;XR_CHEST_PA_L,CBC w/ PLT CT;FBS (Fasting Blood Sugar);Fecalysis;Lipid Profile;Urinalysis;Chest PA / L,,,,false,false,,0,circle_around_box,annual_physical,media/0000169_scan.png
0000170,tpl_04_halfsheet_compact,photocopy_gen1,medium,5,CREATININE;FBS;HBA1C;LIPID_PROFILE;URINALYSIS,Creatinine;FBS;HbA1c;Lipid Profile;Urinalysis,,,,false,false,,1,tick_overflowing,diabetes_monitoring,media/0000170_photocopy_gen1.png
0000171,tpl_04_halfsheet_compact,photocopy_gen1,medium,4,ALP;HBSAG_SCREENING;SGOT_AST;SGPT_ALT,Alkaline Phosphatase;HBsAg Screening;SGOT/AST;SGPT / ALT,,,,false,false,,0,cross,liver_evaluation,media/0000171_photocopy_gen1.png
0000172,tpl_04_halfsheet_compact,photocopy_gen1,medium,18,ALP;BILI_PANEL;BUN;CREATININE;ECG_12L;FBS;FECALYSIS;FT4;HBA1C;HBSAG_SCREENING;K;LIPID_PROFILE;NA;SGOT_AST;SGPT_ALT;URIC_ACID;URINALYSIS;VDRL_RPR,"Alkaline Phosphatase;Bilirubin (TBil, B1, B2);BUN;Creatinine;Electrocardiogram;FBS;Fecalysis;FT4;HbA1c;HBsAg Screening;Potassium (K);Lipid Profile;Na;SGOT / AST;SGPT/ALT;BUA;Urinalysis;VDRL/RPR",,,,false,false,,0,tick_in_box,broad,media/0000172_photocopy_gen1.png
0000173,tpl_04_halfsheet_compact,photocopy_gen1,medium,3,FT3;FT4;TSH,FT3;FT4;TSH,,,,false,false,,0,tick_in_box,thyroid_workup,media/0000173_photocopy_gen1.png
0000174,tpl_04_halfsheet_compact,photocopy_gen1,medium,1,US_BREAST,Breast,CBC_PLT,,,false,false,,0,cross,breast_mass_workup,media/0000174_photocopy_gen1.png
0000175,tpl_04_halfsheet_compact,photocopy_gen1,medium,6,CBC_PLT;FBS;FECALYSIS;LIPID_PROFILE;URINALYSIS;XR_CHEST_PA_L,CBC with Platelet Count;FBS (Fasting Blood Sugar);Fecalysis;Lipid Profile;Urinalysis;Chest PA / L,,,,false,false,,1,tick_in_box,annual_physical,media/0000175_photocopy_gen1.png
0000176,tpl_04_halfsheet_compact,photocopy_gen1,medium,6,CBC_PLT;FBS;FECALYSIS;LIPID_PROFILE;URINALYSIS;XR_CHEST_PA_L,CBC with Platelet Count;FBS;Stool Examination;Lipid Profile;Urinalysis;Chest X-ray PA and Lateral,,,,false,false,,0,tick_overflowing,annual_physical,media/0000176_photocopy_gen1.png
0000177,tpl_04_halfsheet_compact,photocopy_gen1,medium,4,ALP;BILI_PANEL;HBSAG_SCREENING;SGPT_ALT,ALP (Alkaline Phosphatase);Bilirubins;HBsAg Screening;SGPT/ALT,,,,false,false,,0,filled_scribble,liver_evaluation,media/0000177_photocopy_gen1.png
0000178,tpl_04_halfsheet_compact,photocopy_gen1,medium,5,ALP;BILI_PANEL;HBSAG_SCREENING;SGOT_AST;SGPT_ALT,"Alkaline Phosphatase;Bilirubin (TB, DB, IB);HBsAg Screening;SGOT/AST;SGPT/ALT",,,,false,false,,0,circle_around_box,liver_evaluation,media/0000178_photocopy_gen1.png
0000179,tpl_04_halfsheet_compact,photocopy_gen1,medium,3,HBSAG_SCREENING;SGOT_AST;VDRL_RPR,HBsAg Screening;SGOT / AST;VDRL / RPR,,,,false,false,,0,tick_in_box,hepatitis_screen,media/0000179_photocopy_gen1.png
0000180,tpl_04_halfsheet_compact,photocopy_gen3,hard,7,BLOOD_TYPING_RH;CBC_PLT;HBSAG_SCREENING;OGTT;PREGNANCY_TEST;URINALYSIS;VDRL_RPR,Blood Typing / Rh;CBC w/ PLT CT;HBsAg Screening;OGTT;Pregnancy Test;Urinalysis;VDRL/RPR,,OGTT=g100;PREGNANCY_TEST=serum,,false,false,,1,tick_in_box,prenatal,media/0000180_photocopy_gen3.png
0000181,tpl_04_halfsheet_compact,photocopy_gen3,hard,3,FT3;FT4;US_THYROID,FT3;FT4;Thyroid,TSH,,,false,false,,0,filled_scribble,thyroid_workup,media/0000181_photocopy_gen3.png
0000182,tpl_04_halfsheet_compact,photocopy_gen3,hard,9,BUN;CBC_PLT;CREATININE;ECG_12L;K;NA;PTT;URINALYSIS;XR_CHEST_PA_L,BUN;CBC w/ Platelet Count;Creatinine;12L ECG;Potassium (K);Sodium (Na);PTT (Partial Thromboplastin);Urinalysis;Chest PA and lateral,,,,false,false,,0,tick_in_box,preoperative_clearance,media/0000182_photocopy_gen3.png
0000183,tpl_04_halfsheet_compact,photocopy_gen3,hard,1,CBC_PLT,CBC with Platelet Count,,,,false,false,,0,circle_around_box,sparse,media/0000183_photocopy_gen3.png
0000184,tpl_04_halfsheet_compact,photocopy_gen3,hard,5,CREATININE;FBS;HBA1C;LIPID_PROFILE;URINALYSIS,Serum Creatinine;FBS;HbA1c;Lipid Profile (TC/TG/HDL/LDL/VLDL);Urinalysis,,,,false,false,,0,tick_in_box,diabetes_monitoring,media/0000184_photocopy_gen3.png
0000185,tpl_04_halfsheet_compact,photocopy_gen3,hard,4,FT3;FT4;TSH;US_THYROID,FT3;Free T4;TSH;Thyroid,,,,false,false,,0,tick_overflowing,thyroid_workup,media/0000185_photocopy_gen3.png
0000186,tpl_04_halfsheet_compact,photocopy_gen3,hard,8,BUN;CBC_PLT;CREATININE;ECG_12L;K;NA;PT_PROTHROMBIN;URINALYSIS,BUN;CBC w/ PLT CT;Serum Creatinine;Electrocardiogram;Potassium (K);Sodium (Na);PT (Prothrombin Time);Urinalysis,PTT,,,false,false,,0,tick_in_box,preoperative_clearance,media/0000186_photocopy_gen3.png
0000187,tpl_04_halfsheet_compact,photocopy_gen3,hard,5,ALP;BILI_PANEL;HBSAG_SCREENING;SGOT_AST;SGPT_ALT,"ALP (Alkaline Phosphatase);Bilirubin (TBil, B1, B2);HBsAg Screening;SGOT / AST;SGPT/ALT",,,,false,false,,0,diagonal_slash,liver_evaluation,media/0000187_photocopy_gen3.png
0000188,tpl_04_halfsheet_compact,photocopy_gen3,hard,5,ALP;BILI_PANEL;HBSAG_SCREENING;SGOT_AST;SGPT_ALT,"ALP (Alkaline Phosphatase);Bilirubin (TB, DB, IB);HBsAg Screening;SGOT / AST;SGPT / ALT",,,,false,false,,0,circle_around_box,liver_evaluation,media/0000188_photocopy_gen3.png
0000189,tpl_04_halfsheet_compact,photocopy_gen3,hard,6,CBC_PLT;FBS;FECALYSIS;LIPID_PROFILE;URINALYSIS;XR_CHEST_PA_L,CBC w/ PLT CT;FBS;Stool Exam;Lipid Profile;Urinalysis;Chest PA / L,,,,false,false,,0,circle_around_label,annual_physical,media/0000189_photocopy_gen3.png
0000190,tpl_04_halfsheet_compact,fax,hard,5,CBC_PLT;FBS;LIPID_PROFILE;URINALYSIS;XR_CHEST_PA_L,CBC w/ PLT CT;FBS;Lipid Profile;Urinalysis;Chest PA/L,FECALYSIS,,,false,false,,1,cross,annual_physical,media/0000190_fax.png
0000191,tpl_04_halfsheet_compact,fax,hard,6,BUN;CA_SERUM;CREATININE;K;NA;URINALYSIS,BUN;Calcium (Ca);Creatinine;Potassium (K);Sodium (Na);Urinalysis,,CA_SERUM=ionized,,false,false,,2,cross,renal_panel,media/0000191_fax.png
0000192,tpl_04_halfsheet_compact,fax,hard,2,CBC_PLT;URINALYSIS,CBC with Platelet Count;Urinalysis,,,,false,false,,0,circle_around_box,sparse,media/0000192_fax.png
0000193,tpl_04_halfsheet_compact,fax,hard,4,CBC_PLT;FBS;LIPID_PROFILE;URINALYSIS,CBC w/ PLT CT;FBS;Lipid Profile;Urinalysis,,,,false,false,,0,tick_in_box,annual_physical,media/0000193_fax.png
0000194,tpl_04_halfsheet_compact,fax,hard,0,,,URINALYSIS,,,false,false,,0,cross,sparse,media/0000194_fax.png
0000195,tpl_04_halfsheet_compact,fax,hard,1,CBC_PLT,CBC w/ PLT CT,URINALYSIS,,,false,false,,1,tick_in_box,sparse,media/0000195_fax.png
0000196,tpl_04_halfsheet_compact,fax,hard,5,CBC_PLT;FBS;FECALYSIS;LIPID_PROFILE;URINALYSIS,CBC w/ Platelet Count;Fasting Blood Glucose;Fecalysis;Lipid Profile;Urinalysis,XR_CHEST_PA_L,,,false,false,,0,tick_in_box,annual_physical,media/0000196_fax.png
0000197,tpl_04_halfsheet_compact,fax,hard,3,FT3;FT4;TSH,FT3;FT4;TSH,US_THYROID,,,false,false,,0,tick_overflowing,thyroid_workup,media/0000197_fax.png
0000198,tpl_04_halfsheet_compact,fax,hard,3,ECG_12L;ECHO_2D;XR_CHEST_PA_L,Electrocardiogram;2D Echo;Chest PA / L,,,,false,false,,0,tick_in_box,cardiac_chest_pain,media/0000198_fax.png
0000199,tpl_04_halfsheet_compact,fax,hard,4,ALP;BILI_PANEL;SGOT_AST;SGPT_ALT,Alkaline Phosphatase;Bilirubins;SGOT / AST;SGPT/ALT,HBSAG_SCREENING,,,false,false,,0,filled_scribble,liver_evaluation,media/0000199_fax.png
0000200,tpl_02_twocol_serif,clean,easy,6,CHOL_TOTAL;HDL;LDL;LIPID_PROFILE;TRIGLYCERIDES;VLDL,T. Chole;HDL;LDL Cholesterol;Lipid Profile;Trigs;VLDL,,,,false,false,stress_bundle_and_components,0,tick_in_box,stress_bundle_and_components,media/0000200_clean.png
0000201,tpl_02_twocol_serif,scan,easy,6,CHOL_TOTAL;HDL;LDL;LIPID_PROFILE;TRIGLYCERIDES;VLDL,Serum Cholesterol;HDL;LDL;Lipid Profile;Triglycerides;VLDL,,,,false,false,stress_bundle_and_components,0,tick_in_box,stress_bundle_and_components,media/0000201_scan.png
0000202,tpl_02_twocol_serif,photocopy_gen1,medium,6,CHOL_TOTAL;HDL;LDL;LIPID_PROFILE;TRIGLYCERIDES;VLDL,Total Cholesterol;HDL;LDL Cholesterol;Lipid Profile;Triglycerides;VLDL,,,,false,false,stress_bundle_and_components,1,filled_scribble,stress_bundle_and_components,media/0000202_photocopy_gen1.png
0000203,tpl_02_twocol_serif,photocopy_gen3,hard,6,CHOL_TOTAL;HDL;LDL;LIPID_PROFILE;TRIGLYCERIDES;VLDL,Total Cholesterol;HDL;LDL;Lipid Profile;Triglycerides;VLDL,,,,false,false,stress_bundle_and_components,0,cross,stress_bundle_and_components,media/0000203_photocopy_gen3.png
0000204,tpl_02_twocol_serif,fax,hard,5,CHOL_TOTAL;HDL;LDL;LIPID_PROFILE;TRIGLYCERIDES,Total Cholesterol;HDL;LDL;Lipid Profile;Trigs,VLDL,,,false,false,stress_bundle_and_components,0,filled_scribble,stress_bundle_and_components,media/0000204_fax.png
0000205,tpl_02_twocol_serif,clean,easy,4,CPK_TOTAL;HDL;LDH;LDL,Total CPK;HDL;LDH;LDL Cholesterol,,,,false,false,stress_ldl_ldh,0,tick_overflowing,stress_ldl_ldh,media/0000205_clean.png
0000206,tpl_03_threecol_dense,scan,easy,4,CPK_TOTAL;HDL;LDH;LDL,CPK;HDL;LDH;Low Density Lipoprotein,,,,false,false,stress_ldl_ldh,0,tick_in_box,stress_ldl_ldh,media/0000206_scan.png
0000207,tpl_02_twocol_serif,photocopy_gen1,medium,3,CPK_TOTAL;LDH;LDL,Creatine Phosphokinase;LDH;LDL,HDL,,,false,false,stress_ldl_ldh,0,tick_in_box,stress_ldl_ldh,media/0000207_photocopy_gen1.png
0000208,tpl_03_threecol_dense,photocopy_gen3,hard,4,CPK_TOTAL;HDL;LDH;LDL,Total CPK;HDL;LDH;LDL-C,,,,false,false,stress_ldl_ldh,1,cross,stress_ldl_ldh,media/0000208_photocopy_gen3.png
0000209,tpl_02_twocol_serif,fax,hard,4,CPK_TOTAL;HDL;LDH;LDL,Total CPK;HDL;LDH;LDL Cholesterol,,,,false,false,stress_ldl_ldh,0,cross,stress_ldl_ldh,media/0000209_fax.png
0000210,tpl_01_onecol_sans,clean,easy,4,BLEEDING_TIME;CLOTTING_TIME;PTT;PT_PROTHROMBIN,Bleeding Time;Clotting Time;PTT (Partial Thromboplastin);PT (Prothrombin Time),,,,false,false,stress_pt_ptt,0,tick_in_box,stress_pt_ptt,media/0000210_clean.png
0000211,tpl_02_twocol_serif,scan,easy,4,BLEEDING_TIME;CLOTTING_TIME;PTT;PT_PROTHROMBIN,Bleeding Time;Clotting Time;PTT (Partial Thromboplastin);PT (Prothrombin Time),,,,false,false,stress_pt_ptt,0,diagonal_slash,stress_pt_ptt,media/0000211_scan.png
0000212,tpl_03_threecol_dense,photocopy_gen1,medium,2,PTT;PT_PROTHROMBIN,PTT;PT (Prothrombin Time),BLEEDING_TIME;CLOTTING_TIME,,,false,false,stress_pt_ptt,1,tick_in_box,stress_pt_ptt,media/0000212_photocopy_gen1.png
0000213,tpl_04_halfsheet_compact,photocopy_gen3,hard,3,BLEEDING_TIME;PTT;PT_PROTHROMBIN,Bleeding Time;PTT (Partial Thromboplastin);PT (Prothrombin),CLOTTING_TIME,,,false,false,stress_pt_ptt,0,tick_in_box,stress_pt_ptt,media/0000213_photocopy_gen3.png
0000214,tpl_01_onecol_sans,fax,hard,3,BLEEDING_TIME;CLOTTING_TIME;PTT,Bleeding Time;Clotting Time;aPTT,PT_PROTHROMBIN,,,false,false,stress_pt_ptt,1,circle_around_label,stress_pt_ptt,media/0000214_fax.png
0000215,tpl_01_onecol_sans,clean,easy,5,ANTI_HBC;ANTI_HBE;ANTI_HBS;HBSAG_SCREENING;HBSAG_TITER,Anti-HBc;Anti-HBe;Anti-HBs;HBsAg Screening;HBsAg Quantitative,,,,false,false,stress_hepatitis_family,1,tick_in_box,stress_hepatitis_family,media/0000215_clean.png
0000216,tpl_02_twocol_serif,scan,easy,5,ANTI_HBC;ANTI_HBE;ANTI_HBS;HBSAG_SCREENING;HBSAG_TITER,Anti-HBc;Anti-HBe;Anti-HBs;HBsAg Screening;HBsAg with Titer,,,,false,false,stress_hepatitis_family,0,tick_overflowing,stress_hepatitis_family,media/0000216_scan.png
0000217,tpl_03_threecol_dense,photocopy_gen1,medium,5,ANTI_HBC;ANTI_HBE;ANTI_HBS;HBSAG_SCREENING;HBSAG_TITER,Anti-HBc;Anti-HBe;Anti HBs;HBsAg Screening;HBsAg with Titer,,,,false,false,stress_hepatitis_family,0,cross,stress_hepatitis_family,media/0000217_photocopy_gen1.png
0000218,tpl_01_onecol_sans,photocopy_gen3,hard,5,ANTI_HBC;ANTI_HBE;ANTI_HBS;HBSAG_SCREENING;HBSAG_TITER,Anti-HBc;Anti-HBe;Anti-HBs;HBsAg Screening;HBsAg Quantitative,,,,false,false,stress_hepatitis_family,0,circle_around_label,stress_hepatitis_family,media/0000218_photocopy_gen3.png
0000219,tpl_02_twocol_serif,fax,hard,5,ANTI_HBC;ANTI_HBE;ANTI_HBS;HBSAG_SCREENING;HBSAG_TITER,Anti-HBc;Anti-HBe;Anti HBs;HBsAg Screening;HBsAg with Titer,,,,false,false,stress_hepatitis_family,0,tick_in_box,stress_hepatitis_family,media/0000219_fax.png
0000220,tpl_01_onecol_sans,clean,easy,6,FT3;FT4;T3;T4;TSH;US_THYROID,FT3;FT4;T3;T4;TSH;Thyroid,,,,false,false,stress_thyroid_panel_and_us,0,circle_around_label,stress_thyroid_panel_and_us,media/0000220_clean.png
0000221,tpl_02_twocol_serif,scan,easy,6,FT3;FT4;T3;T4;TSH;US_THYROID,Free Triiodothyronine;FT4;Triiodothyronine;T4;TSH;Thyroid,,,,false,false,stress_thyroid_panel_and_us,0,cross,stress_thyroid_panel_and_us,media/0000221_scan.png
0000222,tpl_03_threecol_dense,photocopy_gen1,medium,6,FT3;FT4;T3;T4;TSH;US_THYROID,FT3;FT4;T3;T4;TSH;Thyroid,,,,false,false,stress_thyroid_panel_and_us,0,circle_around_box,stress_thyroid_panel_and_us,media/0000222_photocopy_gen1.png
0000223,tpl_04_halfsheet_compact,photocopy_gen3,hard,5,FT3;FT4;T3;T4;TSH,FT3;FT4;T3;T4;TSH,US_THYROID,,,false,false,stress_thyroid_panel_and_us,1,cross,stress_thyroid_panel_and_us,media/0000223_photocopy_gen3.png
0000224,tpl_01_onecol_sans,fax,hard,6,FT3;FT4;T3;T4;TSH;US_THYROID,Free Triiodothyronine;FT4;T3;Total T4;TSH;Thyroid,,,,false,false,stress_thyroid_panel_and_us,0,tick_overflowing,stress_thyroid_panel_and_us,media/0000224_fax.png
0000225,tpl_01_onecol_sans,clean,easy,1,XR_KUB,KUB,US_KUB,,,false,false,stress_kub_both_sections,0,tick_overflowing,stress_kub_both_sections,media/0000225_clean.png
0000226,tpl_02_twocol_serif,scan,easy,2,US_KUB;XR_KUB,KUB;KUB,,,,false,false,stress_kub_both_sections,0,tick_overflowing,stress_kub_both_sections,media/0000226_scan.png
0000227,tpl_03_threecol_dense,photocopy_gen1,medium,1,US_KUB,KUB,XR_KUB,,,false,false,stress_kub_both_sections,0,cross,stress_kub_both_sections,media/0000227_photocopy_gen1.png
0000228,tpl_04_halfsheet_compact,photocopy_gen3,hard,1,US_KUB,KUB,XR_KUB,,,false,false,stress_kub_both_sections,0,tick_overflowing,stress_kub_both_sections,media/0000228_photocopy_gen3.png
0000229,tpl_01_onecol_sans,fax,hard,2,US_KUB;XR_KUB,KUB;Plain Abdomen,,,,false,false,stress_kub_both_sections,0,filled_scribble,stress_kub_both_sections,media/0000229_fax.png
0000230,tpl_02_twocol_serif,clean,easy,4,CL;ELECTROLYTES;K;NA,"Chloride (Cl);Serum Electrolytes (Na, K, Cl);Potassium (K);Sodium (Na)",,,,false,false,stress_electrolytes_bundle_and_parts,1,tick_in_box,stress_electrolytes_bundle_and_parts,media/0000230_clean.png
0000231,tpl_02_twocol_serif,scan,easy,4,CL;ELECTROLYTES;K;NA,"Chloride;Serum Electrolytes (Na, K, Cl);Serum Potassium;Sodium (Na)",,,,false,false,stress_electrolytes_bundle_and_parts,0,tick_overflowing,stress_electrolytes_bundle_and_parts,media/0000231_scan.png
0000232,tpl_02_twocol_serif,photocopy_gen1,medium,3,CL;ELECTROLYTES;K,"Chloride (Cl);Serum Electrolytes (Na, K, Cl);Potassium (K)",NA,,,false,false,stress_electrolytes_bundle_and_parts,1,tick_overflowing,stress_electrolytes_bundle_and_parts,media/0000232_photocopy_gen1.png
0000233,tpl_02_twocol_serif,photocopy_gen3,hard,4,CL;ELECTROLYTES;K;NA,"Chloride (Cl);Serum Electrolytes (Na, K, Cl);Potassium (K);Sodium (Na)",,,,false,false,stress_electrolytes_bundle_and_parts,0,diagonal_slash,stress_electrolytes_bundle_and_parts,media/0000233_photocopy_gen3.png
0000234,tpl_02_twocol_serif,fax,hard,4,CL;ELECTROLYTES;K;NA,"Chloride (Cl);Serum Electrolytes (Na, K, Cl);Potassium (K);Sodium (Na)",,,,false,false,stress_electrolytes_bundle_and_parts,0,tick_overflowing,stress_electrolytes_bundle_and_parts,media/0000234_fax.png
0000235,tpl_02_twocol_serif,clean,easy,3,CBC;CBC_PLT;PLATELET_COUNT,CBC only;CBC w/ Platelet Count;Platelet Count,,,,false,false,stress_cbc_both,0,tick_overflowing,stress_cbc_both,media/0000235_clean.png
0000236,tpl_02_twocol_serif,scan,easy,3,CBC;CBC_PLT;PLATELET_COUNT,CBC;CBC w/ PLT CT;Platelet Count,,,,false,false,stress_cbc_both,0,cross,stress_cbc_both,media/0000236_scan.png
0000237,tpl_02_twocol_serif,photocopy_gen1,medium,3,CBC;CBC_PLT;PLATELET_COUNT,CBC;CBC with Platelet Count;Plt Ct,,,,false,false,stress_cbc_both,0,tick_in_box,stress_cbc_both,media/0000237_photocopy_gen1.png
0000238,tpl_02_twocol_serif,photocopy_gen3,hard,3,CBC;CBC_PLT;PLATELET_COUNT,Complete Blood Count;CBC w/ PLT CT;Platelet Count,,,,false,false,stress_cbc_both,0,tick_in_box,stress_cbc_both,media/0000238_photocopy_gen3.png
0000239,tpl_02_twocol_serif,fax,hard,3,CBC;CBC_PLT;PLATELET_COUNT,CBC;CBC with Platelet Count;Platelet Count,,,,false,false,stress_cbc_both,0,cross,stress_cbc_both,media/0000239_fax.png
0000240,tpl_01_onecol_sans,clean,easy,0,,,,,,true,false,,0,,blank_form,media/0000240_clean.png
0000241,tpl_02_twocol_serif,scan,easy,0,,,,,,true,false,,0,,blank_form,media/0000241_scan.png
0000242,tpl_03_threecol_dense,photocopy_gen1,medium,0,,,,,,true,false,,0,,blank_form,media/0000242_photocopy_gen1.png
0000243,tpl_04_halfsheet_compact,photocopy_gen3,hard,0,,,,,,true,false,,0,,blank_form,media/0000243_photocopy_gen3.png
0000244,tpl_01_onecol_sans,fax,hard,0,,,,,,true,false,,0,,blank_form,media/0000244_fax.png
0000245,tpl_02_twocol_serif,clean,easy,0,,,,,,true,false,,0,,blank_form,media/0000245_clean.png
0000246,tpl_03_threecol_dense,scan,easy,0,,,,,,true,false,,0,,blank_form,media/0000246_scan.png
0000247,tpl_04_halfsheet_compact,photocopy_gen1,medium,0,,,,,,true,false,,0,,blank_form,media/0000247_photocopy_gen1.png
0000248,tpl_01_onecol_sans,photocopy_gen3,hard,0,,,,,,true,false,,0,,blank_form,media/0000248_photocopy_gen3.png
0000249,tpl_02_twocol_serif,fax,hard,0,,,,,,true,false,,0,,blank_form,media/0000249_fax.png
0000250,,clean,easy,0,,,,,,false,true,,0,,,media/0000250_clean.png
0000251,,scan,easy,0,,,,,,false,true,,0,,,media/0000251_scan.png
0000252,,photocopy_gen1,medium,0,,,,,,false,true,,0,,,media/0000252_photocopy_gen1.png
0000253,,photocopy_gen3,hard,0,,,,,,false,true,,0,,,media/0000253_photocopy_gen3.png
0000254,,fax,hard,0,,,,,,false,true,,0,,,media/0000254_fax.png
0000255,,clean,easy,0,,,,,,false,true,,0,,,media/0000255_clean.png
0000256,,scan,easy,0,,,,,,false,true,,0,,,media/0000256_scan.png
0000257,,photocopy_gen1,medium,0,,,,,,false,true,,0,,,media/0000257_photocopy_gen1.png
0000258,,photocopy_gen3,hard,0,,,,,,false,true,,0,,,media/0000258_photocopy_gen3.png
0000259,,fax,hard,0,,,,,,false,true,,0,,,media/0000259_fax.png
